"","iso3c","question","yes_no","year_enforcement","year_panel"
"360","ARG","Ques_33","0",2009,"1998"
"361","ARG","Ques_33","0",2009,"2000"
"362","ARG","Ques_33","0",2009,"2002"
"363","ARG","Ques_33","0",2009,"2003"
"364","ARG","Ques_33","0",2009,"2004"
"365","ARG","Ques_33","0",2009,"2005"
"366","ARG","Ques_33","0",2009,"2006"
"367","ARG","Ques_33","0",2009,"2007"
"368","ARG","Ques_33","0",2009,"2008"
"369","ARG","Ques_33","0",2009,"2009"
"370","ARG","Ques_33","0",2009,"2010"
"371","ARG","Ques_33","0",2009,"2011"
"372","ARG","Ques_33","0",2009,"2014"
"373","ARG","Ques_33","0",2009,"2015"
"374","ARG","Ques_33","0",2009,"2016"
"375","ARG","Ques_35","0",2009,"1925"
"376","ARG","Ques_35","0",2009,"1965"
"377","ARG","Ques_35","0",2009,"1983"
"378","ARG","Ques_35","0",2009,"1986"
"379","ARG","Ques_35","0",2009,"1991"
"380","ARG","Ques_35","0",2009,"1992"
"381","ARG","Ques_35","0",2009,"1996"
"382","ARG","Ques_35","0",2009,"1998"
"383","ARG","Ques_35","0",2009,"2000"
"384","ARG","Ques_35","0",2009,"2002"
"385","ARG","Ques_35","0",2009,"2003"
"386","ARG","Ques_35","0",2009,"2004"
"387","ARG","Ques_35","0",2009,"2005"
"388","ARG","Ques_35","0",2009,"2006"
"389","ARG","Ques_35","0",2009,"2007"
"390","ARG","Ques_35","0",2009,"2008"
"391","ARG","Ques_35","0",2009,"2009"
"392","ARG","Ques_35","0",2009,"2010"
"393","ARG","Ques_35","0",2009,"2011"
"394","ARG","Ques_35","0",2009,"2014"
"395","ARG","Ques_35","0",2009,"2015"
"396","ARG","Ques_35","0",2009,"2016"
"397","ARG","Ques_36","1",2009,"1925"
"398","ARG","Ques_36","1",2009,"1965"
"399","ARG","Ques_36","1",2009,"1983"
"400","ARG","Ques_36","1",2009,"1986"
"401","ARG","Ques_36","1",2009,"1991"
"402","ARG","Ques_36","1",2009,"1992"
"403","ARG","Ques_36","1",2009,"1996"
"404","ARG","Ques_36","1",2009,"1998"
"405","ARG","Ques_36","1",2009,"2000"
"406","ARG","Ques_36","1",2009,"2002"
"407","ARG","Ques_36","1",2009,"2003"
"408","ARG","Ques_36","1",2009,"2004"
"409","ARG","Ques_36","1",2009,"2005"
"410","ARG","Ques_36","1",2009,"2006"
"411","ARG","Ques_36","1",2009,"2007"
"412","ARG","Ques_36","1",2009,"2008"
"413","ARG","Ques_36","1",2009,"2009"
"414","ARG","Ques_36","1",2009,"2010"
"415","ARG","Ques_36","1",2009,"2011"
"416","ARG","Ques_36","1",2009,"2014"
"417","ARG","Ques_36","1",2009,"2015"
"418","ARG","Ques_36","1",2009,"2016"
"419","ARG","Ques_37","1",2009,"1925"
"420","ARG","Ques_37","1",2009,"1965"
"421","ARG","Ques_37","1",2009,"1983"
"422","ARG","Ques_37","1",2009,"1986"
"423","ARG","Ques_37","1",2009,"1991"
"424","ARG","Ques_37","1",2009,"1992"
"425","ARG","Ques_37","1",2009,"1996"
"426","ARG","Ques_37","1",2009,"1998"
"427","ARG","Ques_37","1",2009,"2000"
"428","ARG","Ques_37","1",2009,"2002"
"429","ARG","Ques_37","1",2009,"2003"
"430","ARG","Ques_37","1",2009,"2004"
"431","ARG","Ques_37","1",2009,"2005"
"432","ARG","Ques_37","1",2009,"2006"
"433","ARG","Ques_37","1",2009,"2007"
"434","ARG","Ques_37","1",2009,"2008"
"435","ARG","Ques_37","1",2009,"2009"
"436","ARG","Ques_37","1",2009,"2010"
"437","ARG","Ques_37","1",2009,"2011"
"438","ARG","Ques_37","1",2009,"2014"
"439","ARG","Ques_37","1",2009,"2015"
"440","ARG","Ques_37","1",2009,"2016"
"441","ARG","Ques_38","1",2009,"1925"
"442","ARG","Ques_38","1",2009,"1965"
"443","ARG","Ques_38","1",2009,"1983"
"444","ARG","Ques_38","1",2009,"1986"
"445","ARG","Ques_38","1",2009,"1991"
"446","ARG","Ques_38","1",2009,"1992"
"447","ARG","Ques_38","1",2009,"1996"
"448","ARG","Ques_38","1",2009,"1998"
"449","ARG","Ques_38","1",2009,"2000"
"450","ARG","Ques_38","1",2009,"2002"
"451","ARG","Ques_38","1",2009,"2003"
"452","ARG","Ques_38","1",2009,"2004"
"453","ARG","Ques_38","1",2009,"2005"
"454","ARG","Ques_38","1",2009,"2006"
"455","ARG","Ques_38","1",2009,"2007"
"456","ARG","Ques_38","1",2009,"2008"
"457","ARG","Ques_38","1",2009,"2009"
"458","ARG","Ques_38","1",2009,"2010"
"459","ARG","Ques_38","1",2009,"2011"
"460","ARG","Ques_38","1",2009,"2014"
"461","ARG","Ques_38","1",2009,"2015"
"462","ARG","Ques_38","1",2009,"2016"
"463","ARG","Ques_39","1",2009,"1925"
"464","ARG","Ques_39","1",2009,"1965"
"465","ARG","Ques_39","1",2009,"1983"
"466","ARG","Ques_39","1",2009,"1986"
"467","ARG","Ques_39","1",2009,"1991"
"468","ARG","Ques_39","1",2009,"1992"
"469","ARG","Ques_39","1",2009,"1996"
"470","ARG","Ques_39","1",2009,"1998"
"471","ARG","Ques_39","1",2009,"2000"
"472","ARG","Ques_39","1",2009,"2002"
"473","ARG","Ques_39","1",2009,"2003"
"474","ARG","Ques_39","1",2009,"2004"
"475","ARG","Ques_39","1",2009,"2005"
"476","ARG","Ques_39","1",2009,"2006"
"477","ARG","Ques_39","1",2009,"2007"
"478","ARG","Ques_39","1",2009,"2008"
"479","ARG","Ques_39","1",2009,"2009"
"480","ARG","Ques_39","1",2009,"2010"
"481","ARG","Ques_39","1",2009,"2011"
"482","ARG","Ques_39","1",2009,"2014"
"483","ARG","Ques_39","1",2009,"2015"
"484","ARG","Ques_39","1",2009,"2016"
"485","ARG","Ques_4","0",2016,"1925"
"486","ARG","Ques_4","0",2016,"1965"
"487","ARG","Ques_4","0",2016,"1983"
"488","ARG","Ques_4","0",2016,"1986"
"489","ARG","Ques_4","0",2016,"1991"
"490","ARG","Ques_4","0",2016,"1992"
"491","ARG","Ques_4","0",2016,"1996"
"492","ARG","Ques_4","0",2016,"1998"
"493","ARG","Ques_4","0",2016,"2000"
"494","ARG","Ques_4","0",2016,"2002"
"495","ARG","Ques_4","0",2016,"2003"
"496","ARG","Ques_4","0",2016,"2004"
"497","ARG","Ques_4","0",2016,"2005"
"498","ARG","Ques_4","0",2016,"2006"
"499","ARG","Ques_4","0",2016,"2007"
"500","ARG","Ques_4","0",2016,"2008"
"501","ARG","Ques_4","0",2016,"2009"
"502","ARG","Ques_4","0",2016,"2010"
"503","ARG","Ques_4","0",2016,"2011"
"504","ARG","Ques_4","0",2016,"2014"
"505","ARG","Ques_4","0",2016,"2015"
"506","ARG","Ques_4","0",2016,"2016"
"507","ARG","Ques_41","1",2016,"1925"
"508","ARG","Ques_41","1",2016,"1965"
"509","ARG","Ques_41","1",2016,"1983"
"510","ARG","Ques_41","1",2016,"1986"
"511","ARG","Ques_41","1",2016,"1991"
"512","ARG","Ques_41","1",2016,"1992"
"513","ARG","Ques_41","1",2016,"1996"
"514","ARG","Ques_41","1",2016,"1998"
"515","ARG","Ques_41","1",2016,"2000"
"516","ARG","Ques_41","1",2016,"2002"
"517","ARG","Ques_41","1",2016,"2003"
"518","ARG","Ques_41","1",2016,"2004"
"519","ARG","Ques_41","1",2016,"2005"
"520","ARG","Ques_41","1",2016,"2006"
"521","ARG","Ques_41","1",2016,"2007"
"522","ARG","Ques_41","1",2016,"2008"
"523","ARG","Ques_41","1",2016,"2009"
"524","ARG","Ques_41","1",2016,"2010"
"525","ARG","Ques_41","1",2016,"2011"
"526","ARG","Ques_41","1",2016,"2014"
"527","ARG","Ques_41","1",2016,"2015"
"528","ARG","Ques_41","1",2016,"2016"
"529","ARG","Ques_43","1",2009,"1925"
"530","ARG","Ques_43","1",2009,"1965"
"531","ARG","Ques_43","1",2009,"1983"
"532","ARG","Ques_43","1",2009,"1986"
"533","ARG","Ques_43","1",2009,"1991"
"534","ARG","Ques_43","1",2009,"1992"
"535","ARG","Ques_43","1",2009,"1996"
"536","ARG","Ques_43","1",2009,"1998"
"537","ARG","Ques_43","1",2009,"2000"
"538","ARG","Ques_43","1",2009,"2002"
"539","ARG","Ques_43","1",2009,"2003"
"540","ARG","Ques_43","1",2009,"2004"
"541","ARG","Ques_43","1",2009,"2005"
"542","ARG","Ques_43","1",2009,"2006"
"543","ARG","Ques_43","1",2009,"2007"
"544","ARG","Ques_43","1",2009,"2008"
"545","ARG","Ques_43","1",2009,"2009"
"546","ARG","Ques_43","1",2009,"2010"
"547","ARG","Ques_43","1",2009,"2011"
"548","ARG","Ques_43","1",2009,"2014"
"549","ARG","Ques_43","1",2009,"2015"
"550","ARG","Ques_43","1",2009,"2016"
"551","ARG","Ques_5","1",2009,"1925"
"552","ARG","Ques_5","1",2009,"1965"
"553","ARG","Ques_5","1",2009,"1983"
"554","ARG","Ques_5","1",2009,"1986"
"555","ARG","Ques_5","1",2009,"1991"
"556","ARG","Ques_5","1",2009,"1992"
"557","ARG","Ques_5","1",2009,"1996"
"558","ARG","Ques_5","1",2009,"1998"
"559","ARG","Ques_5","1",2009,"2000"
"560","ARG","Ques_5","1",2009,"2002"
"561","ARG","Ques_5","1",2009,"2003"
"562","ARG","Ques_5","1",2009,"2004"
"563","ARG","Ques_5","1",2009,"2005"
"564","ARG","Ques_5","1",2009,"2006"
"565","ARG","Ques_5","1",2009,"2007"
"566","ARG","Ques_5","1",2009,"2008"
"567","ARG","Ques_5","1",2009,"2009"
"568","ARG","Ques_5","1",2009,"2010"
"569","ARG","Ques_5","1",2009,"2011"
"570","ARG","Ques_5","1",2009,"2014"
"571","ARG","Ques_5","1",2009,"2015"
"572","ARG","Ques_5","1",2009,"2016"
"573","ARG","Ques_6","1",2011,"1925"
"574","ARG","Ques_6","1",2011,"1965"
"575","ARG","Ques_6","1",2011,"1983"
"576","ARG","Ques_6","1",2011,"1986"
"577","ARG","Ques_6","1",2011,"1991"
"578","ARG","Ques_6","1",2011,"1992"
"579","ARG","Ques_6","1",2011,"1996"
"580","ARG","Ques_6","1",2011,"1998"
"581","ARG","Ques_6","1",2011,"2000"
"582","ARG","Ques_6","1",2011,"2002"
"583","ARG","Ques_6","1",2011,"2003"
"584","ARG","Ques_6","1",2011,"2004"
"585","ARG","Ques_6","1",2011,"2005"
"586","ARG","Ques_6","1",2011,"2006"
"587","ARG","Ques_6","1",2011,"2007"
"588","ARG","Ques_6","1",2011,"2008"
"589","ARG","Ques_6","1",2011,"2009"
"590","ARG","Ques_6","1",2011,"2010"
"591","ARG","Ques_6","1",2011,"2011"
"592","ARG","Ques_6","1",2011,"2014"
"593","ARG","Ques_6","1",2011,"2015"
"594","ARG","Ques_6","1",2011,"2016"
"595","ARG","Ques_7","0",2009,"1925"
"596","ARG","Ques_7","0",2009,"1965"
"597","ARG","Ques_7","0",2009,"1983"
"598","ARG","Ques_7","0",2009,"1986"
"599","ARG","Ques_7","0",2009,"1991"
"600","ARG","Ques_7","0",2009,"1992"
"601","ARG","Ques_7","0",2009,"1996"
"602","ARG","Ques_7","0",2009,"1998"
"603","ARG","Ques_7","0",2009,"2000"
"604","ARG","Ques_7","0",2009,"2002"
"605","ARG","Ques_7","0",2009,"2003"
"606","ARG","Ques_7","0",2009,"2004"
