"","Country","Attribution","Type","iso3c","year_enforcement","Temp","drop","Ques_1","Ques_10","Ques_11","Ques_12","Ques_13","Ques_15","Ques_17","Ques_19","Ques_2","Ques_23","Ques_25","Ques_26","Ques_29","Ques_3","Ques_30","Ques_31","Ques_33","Ques_35","Ques_36","Ques_37","Ques_38","Ques_39","Ques_4","Ques_41","Ques_43","Ques_5","Ques_6","Ques_7","Ques_8","Ques_9"
"13","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_10",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_15",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_17",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_18",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_22",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_23",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"30","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"31","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"32","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"33","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_28",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"34","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"36","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_30",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"37","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"38","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"39","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_7",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_8",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Argentina","Ley de Financiamiento de los partidos políticos, Ley 26.215, December 2009 (Financing Law)","Printed source","ARG",2009,"temp_9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"45","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"47","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"48","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"49","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_5",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_6",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_7",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"53","Argentina","MoneyPoliticsTransparency.org. 2016. Argentina",NA,"ARG",2016,"temp_9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Bolivia","ACE Encyclopaedia (2011) Parties and Candidates; Bolivia. Available at http://aceproject.org/epic-es/CDCountry?set_language=en&topic=PC&country=BO",NA,"BOL",2011,"temp_1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Bolivia","Cost of Democracy: Essays on Political Finance in Latin America. International IDEA. 2016",NA,"BOL",2016,"temp_1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"56","Bolivia","Global Integrity Report (2010) Scorecard: Bolivia 2010. Available at http://www.globalintegrity.org/report/Bolivia/2010/scorecard",NA,"BOL",2010,"temp_1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"57","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"60","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"61","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_5",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_6",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"65","Bolivia","Ley de Partidos Politicos, No. 1983","Political Parties Act","BOL",1983,"temp_9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"66","Bolivia","Ley de Régimen Electoral, Ley No. 018, June 16 2010","Printed source","BOL",2010,"temp_1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Bolivia","Ley de Régimen Electoral, Ley No. 018, June 16 2010","Printed source","BOL",2010,"temp_2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"68","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"70","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"72","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"73","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"74","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_5",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_6",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_7",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"80","Bolivia","Ley del Régimen Electoral, Ley No. 026, June 30 2010","Electoral Act","BOL",2010,"temp_9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"81","Bolivia","Ley Nº 3925 Ley De 21 De Agosto De 2008",NA,"BOL",2008,"temp_1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Bolivia","Ley No. 004, March 31 2010","Printed source","BOL",2010,"temp_1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Bolivia","Ley No. 004, March 31 2010","Printed source","BOL",2010,"temp_2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"84","Bolivia","Money, Politics and Transparency. 2016. Available at:: https://data.moneypoliticstransparency.org/countries/BO/",NA,"BOL",2016,"temp_1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Bolivia","Money, Politics and Transparency. 2016. Available at:: https://data.moneypoliticstransparency.org/countries/BO/",NA,"BOL",2016,"temp_2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Bolivia","Money, Politics and Transparency. 2016. Available at:: https://data.moneypoliticstransparency.org/countries/BO/",NA,"BOL",2016,"temp_3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Bolivia","Money, Politics and Transparency. 2016. Available at:: https://data.moneypoliticstransparency.org/countries/BO/",NA,"BOL",2016,"temp_4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"88","Bolivia","Republic of Bolivia Constitution, 2009","Printed source","BOL",2009,"temp_1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"89","Bolivia","Republic of Bolivia Constitution, 2009","Printed source","BOL",2009,"temp_2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"90","Bolivia","Republic of Bolivia Constitution, 2009","Printed source","BOL",2009,"temp_3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Bolivia","Republic of Bolivia Constitution, 2009","Printed source","BOL",2009,"temp_4",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","Bolivia","Republic of Bolivia Constitution, 2009","Printed source","BOL",2009,"temp_5",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","Bolivia","Texto ordenado de la Ley de Reforma Tributaria, Ley No. 843, May 28 1986","Printed source","BOL",1986,"temp_1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Brazil","Constituição da República Federativa do Brasil (2010) (Constitution)","Printed source","BRA",2010,"temp_1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Brazil","Constituição da República Federativa do Brasil (2010) (Constitution)","Printed source","BRA",2010,"temp_2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Brazil","Constituição da República Federativa do Brasil (2010) (Constitution)","Printed source","BRA",2010,"temp_3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Brazil","Cost of Democracy: Essays on Political Finance in Latin America. International IDEA. 2016.",NA,"BRA",2016,"temp_1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Brazil","Gutiérrez, Pablo & Zovatto, Daniel (eds) (2011) Financiamiento de los partidos políticosen América Latina, IDEA/OAS/UNAM, Mexico","Printed source","BRA",2011,"temp_1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_11",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_13",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_15",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_17",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_18",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"109","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"110","Brazil","Lei das Eleições No. 9.504, de 30 de setembro de 1997 (2010), (Electoral Law)","Printed source","BRA",1997,"temp_2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
