"","iso3c","question","yes_no","year_enforcement","year_panel"
"278","ARG","Ques_23","1",2009,"2014"
"279","ARG","Ques_23","1",2009,"2015"
"280","ARG","Ques_23","1",2009,"2016"
"281","ARG","Ques_25","1",2009,"1925"
"282","ARG","Ques_25","1",2009,"1931"
"283","ARG","Ques_25","1",2009,"1965"
"284","ARG","Ques_25","1",2009,"1967"
"285","ARG","Ques_25","1",2009,"1983"
"286","ARG","Ques_25","1",2009,"1986"
"287","ARG","Ques_25","1",2009,"1988"
"288","ARG","Ques_25","1",2009,"1991"
"289","ARG","Ques_25","1",2009,"1992"
"290","ARG","Ques_25","1",2009,"1994"
"291","ARG","Ques_25","1",2009,"1995"
"292","ARG","Ques_25","1",2009,"1996"
"293","ARG","Ques_25","1",2009,"1997"
"294","ARG","Ques_25","1",2009,"1998"
"295","ARG","Ques_25","1",2009,"2000"
"296","ARG","Ques_25","1",2009,"2002"
"297","ARG","Ques_25","1",2009,"2003"
"298","ARG","Ques_25","1",2009,"2004"
"299","ARG","Ques_25","1",2009,"2005"
"300","ARG","Ques_25","1",2009,"2006"
"301","ARG","Ques_25","1",2009,"2007"
"302","ARG","Ques_25","1",2009,"2008"
"303","ARG","Ques_25","1",2009,"2009"
"304","ARG","Ques_25","1",2009,"2010"
"305","ARG","Ques_25","1",2009,"2011"
"306","ARG","Ques_25","1",2009,"2014"
"307","ARG","Ques_25","1",2009,"2015"
"308","ARG","Ques_25","1",2009,"2016"
"309","ARG","Ques_26","1",2009,"1925"
"310","ARG","Ques_26","1",2009,"1931"
"311","ARG","Ques_26","1",2009,"1965"
"312","ARG","Ques_26","1",2009,"1967"
"313","ARG","Ques_26","1",2009,"1983"
"314","ARG","Ques_26","1",2009,"1986"
"315","ARG","Ques_26","1",2009,"1988"
"316","ARG","Ques_26","1",2009,"1991"
"317","ARG","Ques_26","1",2009,"1992"
"318","ARG","Ques_26","1",2009,"1994"
"319","ARG","Ques_26","1",2009,"1995"
"320","ARG","Ques_26","1",2009,"1996"
"321","ARG","Ques_26","1",2009,"1997"
"322","ARG","Ques_26","1",2009,"1998"
"323","ARG","Ques_26","1",2009,"2000"
"324","ARG","Ques_26","1",2009,"2002"
"325","ARG","Ques_26","1",2009,"2003"
"326","ARG","Ques_26","1",2009,"2004"
"327","ARG","Ques_26","1",2009,"2005"
"328","ARG","Ques_26","1",2009,"2006"
"329","ARG","Ques_26","1",2009,"2007"
"330","ARG","Ques_26","1",2009,"2008"
"331","ARG","Ques_26","1",2009,"2009"
"332","ARG","Ques_26","1",2009,"2010"
"333","ARG","Ques_26","1",2009,"2011"
"334","ARG","Ques_26","1",2009,"2014"
"335","ARG","Ques_26","1",2009,"2015"
"336","ARG","Ques_26","1",2009,"2016"
"337","ARG","Ques_29","1",2009,"1925"
"338","ARG","Ques_29","1",2009,"1931"
"339","ARG","Ques_29","1",2009,"1965"
"340","ARG","Ques_29","1",2009,"1967"
"341","ARG","Ques_29","1",2009,"1983"
"342","ARG","Ques_29","1",2009,"1986"
"343","ARG","Ques_29","1",2009,"1988"
"344","ARG","Ques_29","1",2009,"1991"
"345","ARG","Ques_29","1",2009,"1992"
"346","ARG","Ques_29","1",2009,"1994"
"347","ARG","Ques_29","1",2009,"1995"
"348","ARG","Ques_29","1",2009,"1996"
"349","ARG","Ques_29","1",2009,"1997"
"350","ARG","Ques_29","1",2009,"1998"
"351","ARG","Ques_29","1",2009,"2000"
"352","ARG","Ques_29","1",2009,"2002"
"353","ARG","Ques_29","1",2009,"2003"
"354","ARG","Ques_29","1",2009,"2004"
"355","ARG","Ques_29","1",2009,"2005"
"356","ARG","Ques_29","1",2009,"2006"
"357","ARG","Ques_29","1",2009,"2007"
"358","ARG","Ques_29","1",2009,"2008"
"359","ARG","Ques_29","1",2009,"2009"
"360","ARG","Ques_29","1",2009,"2010"
"361","ARG","Ques_29","1",2009,"2011"
"362","ARG","Ques_29","1",2009,"2014"
"363","ARG","Ques_29","1",2009,"2015"
"364","ARG","Ques_29","1",2009,"2016"
"365","ARG","Ques_3","0",2009,"1925"
"366","ARG","Ques_3","0",2009,"1931"
"367","ARG","Ques_3","0",2009,"1965"
"368","ARG","Ques_3","0",2009,"1967"
"369","ARG","Ques_3","0",2009,"1983"
"370","ARG","Ques_3","0",2009,"1986"
"371","ARG","Ques_3","0",2009,"1988"
"372","ARG","Ques_3","0",2009,"1991"
"373","ARG","Ques_3","0",2009,"1992"
"374","ARG","Ques_3","0",2009,"1994"
"375","ARG","Ques_3","0",2009,"1995"
"376","ARG","Ques_3","0",2009,"1996"
"377","ARG","Ques_3","0",2009,"1997"
"378","ARG","Ques_3","0",2009,"1998"
"379","ARG","Ques_3","0",2009,"2000"
"380","ARG","Ques_3","0",2009,"2002"
"381","ARG","Ques_3","0",2009,"2003"
"382","ARG","Ques_3","0",2009,"2004"
"383","ARG","Ques_3","0",2009,"2005"
"384","ARG","Ques_3","0",2009,"2006"
"385","ARG","Ques_3","0",2009,"2007"
"386","ARG","Ques_3","0",2009,"2008"
"387","ARG","Ques_3","0",2009,"2009"
"388","ARG","Ques_3","0",2009,"2010"
"389","ARG","Ques_3","0",2009,"2011"
"390","ARG","Ques_3","0",2009,"2014"
"391","ARG","Ques_3","0",2009,"2015"
"392","ARG","Ques_3","0",2009,"2016"
"393","ARG","Ques_30","1",2009,"1925"
"394","ARG","Ques_30","1",2009,"1931"
"395","ARG","Ques_30","1",2009,"1965"
"396","ARG","Ques_30","1",2009,"1967"
"397","ARG","Ques_30","1",2009,"1983"
"398","ARG","Ques_30","1",2009,"1986"
"399","ARG","Ques_30","1",2009,"1988"
"400","ARG","Ques_30","1",2009,"1991"
"401","ARG","Ques_30","1",2009,"1992"
"402","ARG","Ques_30","1",2009,"1994"
"403","ARG","Ques_30","1",2009,"1995"
"404","ARG","Ques_30","1",2009,"1996"
"405","ARG","Ques_30","1",2009,"1997"
"406","ARG","Ques_30","1",2009,"1998"
"407","ARG","Ques_30","1",2009,"2000"
"408","ARG","Ques_30","1",2009,"2002"
"409","ARG","Ques_30","1",2009,"2003"
"410","ARG","Ques_30","1",2009,"2004"
"411","ARG","Ques_30","1",2009,"2005"
"412","ARG","Ques_30","1",2009,"2006"
"413","ARG","Ques_30","1",2009,"2007"
"414","ARG","Ques_30","1",2009,"2008"
"415","ARG","Ques_30","1",2009,"2009"
"416","ARG","Ques_30","1",2009,"2010"
"417","ARG","Ques_30","1",2009,"2011"
"418","ARG","Ques_30","1",2009,"2014"
"419","ARG","Ques_30","1",2009,"2015"
"420","ARG","Ques_30","1",2009,"2016"
"421","ARG","Ques_31","0",2009,"1925"
"422","ARG","Ques_31","0",2009,"1931"
"423","ARG","Ques_31","0",2009,"1965"
"424","ARG","Ques_31","0",2009,"1967"
"425","ARG","Ques_31","0",2009,"1983"
"426","ARG","Ques_31","0",2009,"1986"
"427","ARG","Ques_31","0",2009,"1988"
"428","ARG","Ques_31","0",2009,"1991"
"429","ARG","Ques_31","0",2009,"1992"
"430","ARG","Ques_31","0",2009,"1994"
"431","ARG","Ques_31","0",2009,"1995"
"432","ARG","Ques_31","0",2009,"1996"
"433","ARG","Ques_31","0",2009,"1997"
"434","ARG","Ques_31","0",2009,"1998"
"435","ARG","Ques_31","0",2009,"2000"
"436","ARG","Ques_31","0",2009,"2002"
"437","ARG","Ques_31","0",2009,"2003"
"438","ARG","Ques_31","0",2009,"2004"
"439","ARG","Ques_31","0",2009,"2005"
"440","ARG","Ques_31","0",2009,"2006"
"441","ARG","Ques_31","0",2009,"2007"
"442","ARG","Ques_31","0",2009,"2008"
"443","ARG","Ques_31","0",2009,"2009"
"444","ARG","Ques_31","0",2009,"2010"
"445","ARG","Ques_31","0",2009,"2011"
"446","ARG","Ques_31","0",2009,"2014"
"447","ARG","Ques_31","0",2009,"2015"
"448","ARG","Ques_31","0",2009,"2016"
"449","ARG","Ques_33","0",2009,"1925"
"450","ARG","Ques_33","0",2009,"1931"
"451","ARG","Ques_33","0",2009,"1965"
"452","ARG","Ques_33","0",2009,"1967"
"453","ARG","Ques_33","0",2009,"1983"
"454","ARG","Ques_33","0",2009,"1986"
"455","ARG","Ques_33","0",2009,"1988"
"456","ARG","Ques_33","0",2009,"1991"
"457","ARG","Ques_33","0",2009,"1992"
"458","ARG","Ques_33","0",2009,"1994"
"459","ARG","Ques_33","0",2009,"1995"
"460","ARG","Ques_33","0",2009,"1996"
"461","ARG","Ques_33","0",2009,"1997"
"462","ARG","Ques_33","0",2009,"1998"
"463","ARG","Ques_33","0",2009,"2000"
"464","ARG","Ques_33","0",2009,"2002"
"465","ARG","Ques_33","0",2009,"2003"
"466","ARG","Ques_33","0",2009,"2004"
"467","ARG","Ques_33","0",2009,"2005"
"468","ARG","Ques_33","0",2009,"2006"
"469","ARG","Ques_33","0",2009,"2007"
"470","ARG","Ques_33","0",2009,"2008"
"471","ARG","Ques_33","0",2009,"2009"
"472","ARG","Ques_33","0",2009,"2010"
"473","ARG","Ques_33","0",2009,"2011"
"474","ARG","Ques_33","0",2009,"2014"
"475","ARG","Ques_33","0",2009,"2015"
"476","ARG","Ques_33","0",2009,"2016"
"477","ARG","Ques_35","0",2009,"1925"
"478","ARG","Ques_35","0",2009,"1931"
"479","ARG","Ques_35","0",2009,"1965"
"480","ARG","Ques_35","0",2009,"1967"
"481","ARG","Ques_35","0",2009,"1983"
"482","ARG","Ques_35","0",2009,"1986"
"483","ARG","Ques_35","0",2009,"1988"
"484","ARG","Ques_35","0",2009,"1991"
"485","ARG","Ques_35","0",2009,"1992"
"486","ARG","Ques_35","0",2009,"1994"
"487","ARG","Ques_35","0",2009,"1995"
"488","ARG","Ques_35","0",2009,"1996"
"489","ARG","Ques_35","0",2009,"1997"
"490","ARG","Ques_35","0",2009,"1998"
"491","ARG","Ques_35","0",2009,"2000"
"492","ARG","Ques_35","0",2009,"2002"
"493","ARG","Ques_35","0",2009,"2003"
"494","ARG","Ques_35","0",2009,"2004"
"495","ARG","Ques_35","0",2009,"2005"
"496","ARG","Ques_35","0",2009,"2006"
"497","ARG","Ques_35","0",2009,"2007"
"498","ARG","Ques_35","0",2009,"2008"
"499","ARG","Ques_35","0",2009,"2009"
"500","ARG","Ques_35","0",2009,"2010"
"501","ARG","Ques_35","0",2009,"2011"
"502","ARG","Ques_35","0",2009,"2014"
"503","ARG","Ques_35","0",2009,"2015"
"504","ARG","Ques_35","0",2009,"2016"
"505","ARG","Ques_36","1",2009,"1925"
"506","ARG","Ques_36","1",2009,"1931"
"507","ARG","Ques_36","1",2009,"1965"
"508","ARG","Ques_36","1",2009,"1967"
"509","ARG","Ques_36","1",2009,"1983"
"510","ARG","Ques_36","1",2009,"1986"
"511","ARG","Ques_36","1",2009,"1988"
"512","ARG","Ques_36","1",2009,"1991"
"513","ARG","Ques_36","1",2009,"1992"
"514","ARG","Ques_36","1",2009,"1994"
"515","ARG","Ques_36","1",2009,"1995"
"516","ARG","Ques_36","1",2009,"1996"
"517","ARG","Ques_36","1",2009,"1997"
"518","ARG","Ques_36","1",2009,"1998"
"519","ARG","Ques_36","1",2009,"2000"
"520","ARG","Ques_36","1",2009,"2002"
"521","ARG","Ques_36","1",2009,"2003"
"522","ARG","Ques_36","1",2009,"2004"
"523","ARG","Ques_36","1",2009,"2005"
"524","ARG","Ques_36","1",2009,"2006"
"525","ARG","Ques_36","1",2009,"2007"
"526","ARG","Ques_36","1",2009,"2008"
"527","ARG","Ques_36","1",2009,"2009"
"528","ARG","Ques_36","1",2009,"2010"
"529","ARG","Ques_36","1",2009,"2011"
"530","ARG","Ques_36","1",2009,"2014"
"531","ARG","Ques_36","1",2009,"2015"
"532","ARG","Ques_36","1",2009,"2016"
"533","ARG","Ques_37","1",2009,"1925"
"534","ARG","Ques_37","1",2009,"1931"
"535","ARG","Ques_37","1",2009,"1965"
"536","ARG","Ques_37","1",2009,"1967"
"537","ARG","Ques_37","1",2009,"1983"
"538","ARG","Ques_37","1",2009,"1986"
"539","ARG","Ques_37","1",2009,"1988"
"540","ARG","Ques_37","1",2009,"1991"
"541","ARG","Ques_37","1",2009,"1992"
"542","ARG","Ques_37","1",2009,"1994"
"543","ARG","Ques_37","1",2009,"1995"
"544","ARG","Ques_37","1",2009,"1996"
"545","ARG","Ques_37","1",2009,"1997"
"546","ARG","Ques_37","1",2009,"1998"
"547","ARG","Ques_37","1",2009,"2000"
"548","ARG","Ques_37","1",2009,"2002"
"549","ARG","Ques_37","1",2009,"2003"
"550","ARG","Ques_37","1",2009,"2004"
"551","ARG","Ques_37","1",2009,"2005"
"552","ARG","Ques_37","1",2009,"2006"
"553","ARG","Ques_37","1",2009,"2007"
"554","ARG","Ques_37","1",2009,"2008"
"555","ARG","Ques_37","1",2009,"2009"
"556","ARG","Ques_37","1",2009,"2010"
"557","ARG","Ques_37","1",2009,"2011"
"558","ARG","Ques_37","1",2009,"2014"
"559","ARG","Ques_37","1",2009,"2015"
"560","ARG","Ques_37","1",2009,"2016"
"561","ARG","Ques_38","1",2009,"1925"
"562","ARG","Ques_38","1",2009,"1931"
"563","ARG","Ques_38","1",2009,"1965"
"564","ARG","Ques_38","1",2009,"1967"
"565","ARG","Ques_38","1",2009,"1983"
"566","ARG","Ques_38","1",2009,"1986"
"567","ARG","Ques_38","1",2009,"1988"
"568","ARG","Ques_38","1",2009,"1991"
"569","ARG","Ques_38","1",2009,"1992"
"570","ARG","Ques_38","1",2009,"1994"
"571","ARG","Ques_38","1",2009,"1995"
"572","ARG","Ques_38","1",2009,"1996"
"573","ARG","Ques_38","1",2009,"1997"
"574","ARG","Ques_38","1",2009,"1998"
"575","ARG","Ques_38","1",2009,"2000"
"576","ARG","Ques_38","1",2009,"2002"
"577","ARG","Ques_38","1",2009,"2003"
"578","ARG","Ques_38","1",2009,"2004"
"579","ARG","Ques_38","1",2009,"2005"
"580","ARG","Ques_38","1",2009,"2006"
"581","ARG","Ques_38","1",2009,"2007"
"582","ARG","Ques_38","1",2009,"2008"
"583","ARG","Ques_38","1",2009,"2009"
"584","ARG","Ques_38","1",2009,"2010"
"585","ARG","Ques_38","1",2009,"2011"
"586","ARG","Ques_38","1",2009,"2014"
"587","ARG","Ques_38","1",2009,"2015"
"588","ARG","Ques_38","1",2009,"2016"
"589","ARG","Ques_39","1",2009,"1925"
"590","ARG","Ques_39","1",2009,"1931"
"591","ARG","Ques_39","1",2009,"1965"
"592","ARG","Ques_39","1",2009,"1967"
"593","ARG","Ques_39","1",2009,"1983"
"594","ARG","Ques_39","1",2009,"1986"
"595","ARG","Ques_39","1",2009,"1988"
"596","ARG","Ques_39","1",2009,"1991"
"597","ARG","Ques_39","1",2009,"1992"
"598","ARG","Ques_39","1",2009,"1994"
"599","ARG","Ques_39","1",2009,"1995"
"600","ARG","Ques_39","1",2009,"1996"
"601","ARG","Ques_39","1",2009,"1997"
"602","ARG","Ques_39","1",2009,"1998"
"603","ARG","Ques_39","1",2009,"2000"
"604","ARG","Ques_39","1",2009,"2002"
"605","ARG","Ques_39","1",2009,"2003"
"606","ARG","Ques_39","1",2009,"2004"
